# wavelength[A] tau flux flux_error
6.220800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.221600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.222400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.223200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.224000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.224800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.225600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.226400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.227200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.228000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.228800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.229600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.230400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.231200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.232000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.232800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.233600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.234400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.235200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.236000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.236800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.237600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.238400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.239200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.240000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.240800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.241600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.242400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.243200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.244000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.244800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.245600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.246400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.247200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.248000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.248800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.249600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.250400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.251200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.252000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.252800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.253600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.254400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.255200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.256000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.256800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.257600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.258400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.259200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.260000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.260800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.261600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.262400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.263200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.264000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.264800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.265600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.266400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.267200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.268000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.268800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.269600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.270400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.271200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.272000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.272800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.273600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.274400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.275200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.276000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.276800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.277600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.278400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.279200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.280000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.280800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.281600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.282400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.283200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.284000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.284800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.285600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.286400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.287200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.288000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.288800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.289600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.290400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.291200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.292000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.292800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.293600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.294400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.295200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.296000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.296800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.297600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.298400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.299200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.300000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.300800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.301600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.302400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.303200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.304000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.304800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.305600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.306400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.307200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.308000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.308800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.309600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.310400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.311200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.312000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.312800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.313600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.314400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.315200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.316000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.316800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.317600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.318400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.319200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.320000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.320800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.321600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.322400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.323200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.324000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.324800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.325600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.326400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.327200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.328000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.328800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.329600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.330400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.331200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.332000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.332800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.333600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.334400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.335200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.336000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.336800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.337600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.338400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.339200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.340000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.340800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.341600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.342400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.343200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.344000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.344800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.345600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.346400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.347200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.348000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.348800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.349600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.350400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.351200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.352000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.352800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.353600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.354400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.355200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.356000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.356800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.357600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.358400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.359200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.360000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.360800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.361600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.362400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.363200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.364000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.364800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.365600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.366400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.367200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.368000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.368800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.369600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.370400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.371200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.372000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.372800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.373600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.374400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.375200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.376000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.376800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.377600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.378400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.379200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.380000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.380800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.381600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.382400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.383200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.384000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.384800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.385600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.386400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.387200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.388000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.388800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.389600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.390400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.391200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.392000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.392800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.393600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.394400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.395200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.396000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.396800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.397600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.398400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.399200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.400000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.400800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.401600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.402400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.403200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.404000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.404800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.405600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.406400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.407200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.408000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.408800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.409600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.410400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.411200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.412000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.412800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.413600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.414400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.415200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.416000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.416800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.417600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.418400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.419200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.420000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.420800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.421600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.422400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.423200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.424000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.424800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.425600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.426400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.427200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.428000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.428800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.429600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.430400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.431200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.432000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.432800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.433600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.434400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.435200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.436000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.436800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.437600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.438400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.439200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.440000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.440800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.441600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.442400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.443200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.444000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.444800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.445600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.446400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.447200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.448000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.448800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.449600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.450400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.451200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.452000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.452800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.453600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.454400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.455200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.456000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.456800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.457600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.458400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.459200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.460000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.460800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.461600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.462400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.463200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.464000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.464800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.465600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.466400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.467200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.468000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.468800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.469600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.470400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.471200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.472000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.472800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.473600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.474400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.475200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.476000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.476800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.477600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.478400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.479200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.480000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.480800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.481600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.482400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.483200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.484000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.484800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.485600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.486400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.487200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.488000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.488800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.489600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.490400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.491200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.492000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.492800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.493600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.494400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.495200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.496000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.496800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.497600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.498400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.499200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.500000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.500800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.501600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.502400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.503200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.504000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.504800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.505600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.506400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.507200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.508000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.508800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.509600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.510400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.511200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.512000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.512800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.513600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.514400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.515200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.516000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.516800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.517600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.518400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.519200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.520000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.520800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.521600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.522400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.523200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.524000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.524800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.525600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.526400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.527200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.528000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.528800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.529600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.530400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.531200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.532000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.532800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.533600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.534400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.535200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.536000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.536800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.537600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.538400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.539200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.540000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.540800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.541600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.542400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.543200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.544000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.544800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.545600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.546400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.547200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.548000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.548800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.549600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.550400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.551200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.552000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.552800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.553600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.554400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.555200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.556000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.556800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.557600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.558400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.559200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.560000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.560800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.561600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.562400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.563200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.564000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.564800e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.565600e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.566400e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.567200e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.568000e+03 0.000000e+00 1.000000e+00 1.000000e-01
6.568800e+03 0.000000e+00 1.000000e+00 1.000000e-01
