# wavelength[A] tau flux flux_error
3.982400e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.983200e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.984000e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.984800e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.985600e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.986400e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.987200e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.988000e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.988800e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.989600e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.990400e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.991200e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.992000e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.992800e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.993600e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.994400e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.995200e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.996000e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.996800e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.997600e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.998400e+03 0.000000e+00 1.000000e+00 1.000000e-01
3.999200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.000000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.000800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.001600e+03 1.850453e-08 1.000000e+00 1.000000e-01
4.002400e+03 8.906077e-09 1.000000e+00 1.000000e-01
4.003200e+03 3.466150e-13 1.000000e+00 1.000000e-01
4.004000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.004800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.005600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.006400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.007200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.008000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.008800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.009600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.010400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.011200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.012000e+03 3.739027e-08 1.000000e+00 1.000000e-01
4.012800e+03 1.798919e-08 1.000000e+00 1.000000e-01
4.013600e+03 2.720821e-13 1.000000e+00 1.000000e-01
4.014400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.015200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.016000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.016800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.017600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.018400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.019200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.020000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.020800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.021600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.022400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.023200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.024000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.024800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.025600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.026400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.027200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.028000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.028800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.029600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.030400e+03 5.675353e-08 9.999999e-01 1.000000e-01
4.031200e+03 2.727948e-08 1.000000e+00 1.000000e-01
4.032000e+03 2.620693e-13 1.000000e+00 1.000000e-01
4.032800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.033600e+03 7.045133e-06 9.999930e-01 9.999965e-02
4.034400e+03 3.622303e-07 9.999996e-01 9.999998e-02
4.035200e+03 3.741295e-10 1.000000e+00 1.000000e-01
4.036000e+03 1.858677e-15 1.000000e+00 1.000000e-01
4.036800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.037600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.038400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.039200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.040000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.040800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.041600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.042400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.043200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.044000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.044800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.045600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.046400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.047200e+03 1.179480e-06 9.999988e-01 9.999994e-02
4.048000e+03 9.763245e-08 9.999999e-01 1.000000e-01
4.048800e+03 1.181651e-11 1.000000e+00 1.000000e-01
4.049600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.050400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.051200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.052000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.052800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.053600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.054400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.055200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.056000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.056800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.057600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.058400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.059200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.060000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.060800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.061600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.062400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.063200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.064000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.064800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.065600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.066400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.067200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.068000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.068800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.069600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.070400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.071200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.072000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.072800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.073600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.074400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.075200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.076000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.076800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.077600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.078400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.079200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.080000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.080800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.081600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.082400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.083200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.084000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.084800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.085600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.086400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.087200e+03 2.631887e-09 1.000000e+00 1.000000e-01
4.088000e+03 6.160698e-10 1.000000e+00 1.000000e-01
4.088800e+03 1.362201e-14 1.000000e+00 1.000000e-01
4.089600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.090400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.091200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.092000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.092800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.093600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.094400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.095200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.096000e+03 3.206458e-10 1.000000e+00 1.000000e-01
4.096800e+03 4.886681e-10 1.000000e+00 1.000000e-01
4.097600e+03 3.910991e-11 1.000000e+00 1.000000e-01
4.098400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.099200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.100000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.100800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.101600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.102400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.103200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.104000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.104800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.105600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.106400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.107200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.108000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.108800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.109600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.110400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.111200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.112000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.112800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.113600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.114400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.115200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.116000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.116800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.117600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.118400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.119200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.120000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.120800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.121600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.122400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.123200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.124000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.124800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.125600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.126400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.127200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.128000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.128800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.129600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.130400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.131200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.132000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.132800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.133600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.134400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.135200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.136000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.136800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.137600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.138400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.139200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.140000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.140800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.141600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.142400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.143200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.144000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.144800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.145600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.146400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.147200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.148000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.148800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.149600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.150400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.151200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.152000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.152800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.153600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.154400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.155200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.156000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.156800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.157600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.158400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.159200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.160000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.160800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.161600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.162400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.163200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.164000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.164800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.165600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.166400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.167200e+03 6.968913e-10 1.000000e+00 1.000000e-01
4.168000e+03 3.188822e-08 1.000000e+00 1.000000e-01
4.168800e+03 1.707793e-12 1.000000e+00 1.000000e-01
4.169600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.170400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.171200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.172000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.172800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.173600e+03 5.696989e-06 9.999943e-01 9.999972e-02
4.174400e+03 1.873909e-06 9.999981e-01 9.999991e-02
4.175200e+03 4.763056e-08 1.000000e+00 1.000000e-01
4.176000e+03 4.757834e-08 1.000000e+00 1.000000e-01
4.176800e+03 2.407864e-09 1.000000e+00 1.000000e-01
4.177600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.178400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.179200e+03 6.213312e-10 1.000000e+00 1.000000e-01
4.180000e+03 5.009696e-08 9.999999e-01 1.000000e-01
4.180800e+03 1.148421e-12 1.000000e+00 1.000000e-01
4.181600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.182400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.183200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.184000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.184800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.185600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.186400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.187200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.188000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.188800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.189600e+03 7.349042e-07 9.999993e-01 9.999996e-02
4.190400e+03 6.251284e-08 9.999999e-01 1.000000e-01
4.191200e+03 7.474390e-12 1.000000e+00 1.000000e-01
4.192000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.192800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.193600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.194400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.195200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.196000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.196800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.197600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.198400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.199200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.200000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.200800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.201600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.202400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.203200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.204000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.204800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.205600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.206400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.207200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.208000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.208800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.209600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.210400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.211200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.212000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.212800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.213600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.214400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.215200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.216000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.216800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.217600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.218400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.219200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.220000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.220800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.221600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.222400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.223200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.224000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.224800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.225600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.226400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.227200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.228000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.228800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.229600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.230400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.231200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.232000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.232800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.233600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.234400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.235200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.236000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.236800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.237600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.238400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.239200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.240000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.240800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.241600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.242400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.243200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.244000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.244800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.245600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.246400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.247200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.248000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.248800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.249600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.250400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.251200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.252000e+03 1.761309e-09 1.000000e+00 1.000000e-01
4.252800e+03 4.747893e-10 1.000000e+00 1.000000e-01
4.253600e+03 9.905360e-12 1.000000e+00 1.000000e-01
4.254400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.255200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.256000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.256800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.257600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.258400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.259200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.260000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.260800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.261600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.262400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.263200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.264000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.264800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.265600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.266400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.267200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.268000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.268800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.269600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.270400e+03 1.587907e-04 9.998412e-01 9.999206e-02
4.271200e+03 6.276878e-04 9.993725e-01 9.996862e-02
4.272000e+03 3.518865e-07 9.999996e-01 9.999998e-02
4.272800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.273600e+03 1.136569e-09 1.000000e+00 1.000000e-01
4.274400e+03 1.531064e-05 9.999847e-01 9.999923e-02
4.275200e+03 4.242654e-05 9.999576e-01 9.999788e-02
4.276000e+03 3.243808e-10 1.000000e+00 1.000000e-01
4.276800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.277600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.278400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.279200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.280000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.280800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.281600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.282400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.283200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.284000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.284800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.285600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.286400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.287200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.288000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.288800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.289600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.290400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.291200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.292000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.292800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.293600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.294400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.295200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.296000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.296800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.297600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.298400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.299200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.300000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.300800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.301600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.302400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.303200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.304000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.304800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.305600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.306400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.307200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.308000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.308800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.309600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.310400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.311200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.312000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.312800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.313600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.314400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.315200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.316000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.316800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.317600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.318400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.319200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.320000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.320800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.321600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.322400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.323200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.324000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.324800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.325600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.326400e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.327200e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.328000e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.328800e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.329600e+03 0.000000e+00 1.000000e+00 1.000000e-01
4.330400e+03 0.000000e+00 1.000000e+00 1.000000e-01
