z_max            name   galaxy_pos_x       galaxy_pos_y       galaxy_pos_z       rho_max
0.58730168153938 RD0274 41072.225978231843 46536.209236862320 44222.978445199828 217.7480697099348106
0.58730168153938 RD0274 37290.331644889651 45081.799865787871 46511.129436329909  38.4466617076920727
0.58730168153938 RD0274 40962.624753642289 46626.782824850496 44333.680063231383  14.5425369071457329
0.58730168153938 RD0274 41665.799087948282 44890.341595706792 41852.878709124707  10.1555966416870600
0.58730168153938 RD0274 40169.972130376053 45553.736197642800 46043.788265978175   9.1849242614664899
0.58730168153938 RD0274 37171.000089400863 45008.093882829722 46621.851432017800   7.5274887047035364
0.58730168153938 RD0274 38008.121853200806 49142.297516521234 48010.216818915484   7.2427991818076496
0.58730168153938 RD0274 41528.891803871877 47645.227521912682 44997.507690364488   5.8961814620527253
0.58730168153938 RD0274 40868.365357064802 44639.772839016390 42507.037138327578   5.8314441191352424
0.58730168153938 RD0274 44169.619552090640 45862.325236328652 41297.154548840648   5.6965091954991047
0.58730168153938 RD0274 38801.826472975255 45600.003666347933 46911.611516251527   4.8053938338196227
0.58730168153938 RD0274 42658.990774399201 48266.170371291992 44835.214940910671   4.5850522929214401
0.58730168153938 RD0274 41875.357811267568 44728.889424576722 41640.844100560906   3.3346438593936440
0.58730168153938 RD0274 40720.370080735956 46678.516599867085 44722.592728769683   3.2270860002246722
0.58730168153938 RD0274 41773.622362022732 44953.181193425109 41784.246762593597   3.1459302058452856
0.58730168153938 RD0274 40632.111903948666 46801.414245214233 44881.782980046730   3.1430832786687644
0.58730168153938 RD0274 40282.408396403000 45514.045617519288 45999.151009779722   3.0155192567524538
0.58730168153938 RD0274 44291.355671026773 47627.921797271483 46026.339897742648   2.9941479347186868
0.58730168153938 RD0274 42286.922789027558 44936.211700113417 43570.755893348643   2.9533946254428263
0.58730168153938 RD0274 43357.865423218820 46927.052685338218 44702.994517790976   2.8933759375285399
0.59999954684179 RD0273 41072.225978231843 46536.209236862320 44222.978445199828 217.5702259203242477
0.59999954684179 RD0273 37290.331644889651 45081.799865787871 46511.129436329909  38.4152607403949631
0.59999954684179 RD0273 40962.624753642289 46626.782824850496 44333.680063231383  14.5306594201142154
0.59999954684179 RD0273 41665.799087948282 44890.341595706792 41852.878709124707  10.1473021489050161
0.59999954684179 RD0273 40169.972130376053 45553.736197642800 46043.788265978175   9.1774225566747063
0.59999954684179 RD0273 37171.000089400863 45008.093882829722 46621.851432017800   7.5213406955878739
0.59999954684179 RD0273 38008.121853200806 49142.297516521234 48010.216818915484   7.2368836903151372
0.59999954684179 RD0273 41528.891803871877 47645.227521912682 44997.507690364488   5.8913658085461771
0.59999954684179 RD0273 40868.365357064802 44639.772839016390 42507.037138327578   5.8266813392748729
0.59999954684179 RD0273 44169.619552090640 45862.325236328652 41297.154548840648   5.6918566225315086
0.59999954684179 RD0273 38801.826472975255 45600.003666347933 46911.611516251527   4.8014690713585111
0.59999954684179 RD0273 42658.990774399201 48266.170371291992 44835.214940910671   4.5813074924443482
0.59999954684179 RD0273 41875.357811267568 44728.889424576722 41640.844100560906   3.3319203188279518
0.59999954684179 RD0273 40720.370080735956 46678.516599867085 44722.592728769683   3.2244503065790582
0.59999954684179 RD0273 41773.622362022732 44953.181193425109 41784.246762593597   3.1433607954693272
0.59999954684179 RD0273 40632.111903948666 46801.414245214233 44881.782980046730   3.1405161934951304
0.59999954684179 RD0273 40282.408396403000 45514.045617519288 45999.151009779722   3.0130563583534977
0.59999954684179 RD0273 44291.355671026773 47627.921797271483 46026.339897742648   2.9917024911559755
0.59999954684179 RD0273 42286.922789027558 44936.211700113417 43570.755893348643   2.9509824667811961
0.59999954684179 RD0273 43357.865423218820 46927.052685338218 44702.994517790976   2.8910127985937915
0.61290289016725 RD0272 41072.225978231843 46536.209236862320 44222.978445199828 216.8424396872548527
0.61290289016725 RD0272 37290.331644889651 45081.799865787871 46511.129436329909  38.2867592517911390
0.61290289016725 RD0272 40962.624753642289 46626.782824850496 44333.680063231383  14.4820534408785662
0.61290289016725 RD0272 41665.799087948282 44890.341595706792 41852.878709124707  10.1133587783195900
0.61290289016725 RD0272 40169.972130376053 45553.736197642800 46043.788265978175   9.1467234949646059
0.61290289016725 RD0272 37171.000089400863 45008.093882829722 46621.851432017800   7.4961813329530331
0.61290289016725 RD0272 38008.121853200806 49142.297516521234 48010.216818915484   7.2126758544411942
0.61290289016725 RD0272 41528.891803871877 47645.227521912682 44997.507690364488   5.8716588154992246
0.61290289016725 RD0272 40868.365357064802 44639.772839016390 42507.037138327578   5.8071907198885633
0.61290289016725 RD0272 44169.619552090640 45862.325236328652 41297.154548840648   5.6728170003912979
0.61290289016725 RD0272 38801.826472975255 45600.003666347933 46911.611516251527   4.7854078521642860
0.61290289016725 RD0272 42658.990774399201 48266.170371291992 44835.214940910671   4.5659827277236484
0.61290289016725 RD0272 41875.357811267568 44728.889424576722 41640.844100560906   3.3207748336060212
0.61290289016725 RD0272 40720.370080735956 46678.516599867085 44722.592728769683   3.2136643153782041
0.61290289016725 RD0272 41773.622362022732 44953.181193425109 41784.246762593597   3.1328460538366629
0.61290289016725 RD0272 40632.111903948666 46801.414245214233 44881.782980046730   3.1300109672368537
0.61290289016725 RD0272 40282.408396403000 45514.045617519288 45999.151009779722   3.0029774933442992
0.61290289016725 RD0272 44291.355671026773 47627.921797271483 46026.339897742648   2.9816950561896678
0.61290289016725 RD0272 42286.922789027558 44936.211700113417 43570.755893348643   2.9411112428843240
0.61290289016725 RD0272 43357.865423218820 46927.052685338218 44702.994517790976   2.8813421770482939
0.62601575889236 RD0271 41072.225978231843 46536.209236862320 44222.978445199828 214.7045777538864968
0.62601575889236 RD0271 37290.331644889651 45081.799865787871 46511.129436329909  37.9092879169616026
0.62601575889236 RD0271 40962.624753642289 46626.782824850496 44333.680063231383  14.3392740531677703
0.62601575889236 RD0271 41665.799087948282 44890.341595706792 41852.878709124707  10.0136505995062084
0.62601575889236 RD0271 40169.972130376053 45553.736197642800 46043.788265978175   9.0565454283318285
0.62601575889236 RD0271 37171.000089400863 45008.093882829722 46621.851432017800   7.4222760552755620
0.62601575889236 RD0271 38008.121853200806 49142.297516521234 48010.216818915484   7.1415656733845045
0.62601575889236 RD0271 41528.891803871877 47645.227521912682 44997.507690364488   5.8137697976229870
0.62601575889236 RD0271 40868.365357064802 44639.772839016390 42507.037138327578   5.7499372966298790
0.62601575889236 RD0271 44169.619552090640 45862.325236328652 41297.154548840648   5.6168883752679459
0.62601575889236 RD0271 38801.826472975255 45600.003666347933 46911.611516251527   4.7382282442538628
0.62601575889236 RD0271 42658.990774399201 48266.170371291992 44835.214940910671   4.5209664445823181
0.62601575889236 RD0271 41875.357811267568 44728.889424576722 41640.844100560906   3.2880351258426641
0.62601575889236 RD0271 40720.370080735956 46678.516599867085 44722.592728769683   3.1819806162998301
0.62601575889236 RD0271 41773.622362022732 44953.181193425109 41784.246762593597   3.1019591465907359
0.62601575889236 RD0271 40632.111903948666 46801.414245214233 44881.782980046730   3.0991520112707978
0.62601575889236 RD0271 40282.408396403000 45514.045617519288 45999.151009779722   2.9733709676151010
0.62601575889236 RD0271 44291.355671026773 47627.921797271483 46026.339897742648   2.9522983552175952
0.62601575889236 RD0271 42286.922789027558 44936.211700113417 43570.755893348643   2.9121146600335099
0.62601575889236 RD0271 43357.865423218820 46927.052685338218 44702.994517790976   2.8529348608134981
0.63934362398341 RD0270 41072.225978231843 46536.209236862320 44222.978445199828 214.0322013675671542
0.63934362398341 RD0270 37290.331644889651 45081.799865787871 46511.129436329909  37.7905698612768930
0.63934362398341 RD0270 40962.624753642289 46626.782824850496 44333.680063231383  14.2943686796020355
0.63934362398341 RD0270 41665.799087948282 44890.341595706792 41852.878709124707   9.9822915000664274
0.63934362398341 RD0270 40169.972130376053 45553.736197642800 46043.788265978175   9.0281836330159457
0.63934362398341 RD0270 37171.000089400863 45008.093882829722 46621.851432017800   7.3990321952492915
0.63934362398341 RD0270 38008.121853200806 49142.297516521234 48010.216818915484   7.1192008958358999
0.63934362398341 RD0270 41528.891803871877 47645.227521912682 44997.507690364488   5.7955631922105049
0.63934362398341 RD0270 40868.365357064802 44639.772839016390 42507.037138327578   5.7319305913163925
0.63934362398341 RD0270 44169.619552090640 45862.325236328652 41297.154548840648   5.5992983306232018
0.63934362398341 RD0270 38801.826472975255 45600.003666347933 46911.611516251527   4.7233898424938427
0.63934362398341 RD0270 42658.990774399201 48266.170371291992 44835.214940910671   4.5068084274944678
0.63934362398341 RD0270 41875.357811267568 44728.889424576722 41640.844100560906   3.2777381997168531
0.63934362398341 RD0270 40720.370080735956 46678.516599867085 44722.592728769683   3.1720158141958978
0.63934362398341 RD0270 41773.622362022732 44953.181193425109 41784.246762593597   3.0922449425280458
0.63934362398341 RD0270 40632.111903948666 46801.414245214233 44881.782980046730   3.0894465981315338
0.63934362398341 RD0270 40282.408396403000 45514.045617519288 45999.151009779722   2.9640594548038384
0.63934362398341 RD0270 44291.355671026773 47627.921797271483 46026.339897742648   2.9430528341384266
0.63934362398341 RD0270 42286.922789027558 44936.211700113417 43570.755893348643   2.9029949796235965
0.63934362398341 RD0270 43357.865423218820 46927.052685338218 44702.994517790976   2.8440005099385162
0.65289298592583 RD0269 41072.225978231843 46536.209236862320 44222.978445199828 212.8124534516325070
0.65289298592583 RD0269 37290.331644889651 45081.799865787871 46511.129436329909  37.5752052173786950
